27373956	3.206117103640717E-6
544372964	2.2107663053066244E-6
36803580	5.128601178545576E-5
20232992	3.4600722685461193E-6
24766444	3.544025562416304E-6
6074252	2.042999212104314E-6
44770660	2.4207971336068117E-6
33686884	4.460473581806683E-6
16602180	1.9785944826383237E-6
33488260	2.848011564159903E-6
37932728	2.568869275613175E-6
225235528	5.769995442751062E-6
19872092	1.8518780968345267E-6
257471836	1.8594335611855741E-6
186255716	1.8479037385103322E-6
90919384	2.8578601607645956E-6
189071088	2.245407220506458E-6
12701412	1.0191645643953422E-5
16656684	1.8532643614150653E-6
5838952	2.272673318234769E-6
331785252	1.8608376305841446E-6
26326756	1.9350738616328686E-6
27634404	2.0145297417679414E-6
212986176	3.1733140846685818E-6
209175304	1.9744864505434797E-6
777908	2.955980159193232E-6
14128528	1.8793000402366918E-6
186216008	2.4947678063127903E-6
9453872	2.792101250582998E-6
15727608	2.7119332686811117E-6
252635316	1.8523368378394475E-6
374697768	2.609883914124265E-6
16969592	3.4917008911630957E-6
554094984	3.881821370522293E-6
83926452	2.242267498846993E-6
12188472	3.2735488469839398E-6
29330632	3.725427527491049E-6
18923032	2.1377800748250046E-6
22536392	4.175698029623593E-6
26015500	3.284965891273617E-6
56180656	1.8726625731202759E-6
277241120	1.9932191737719916E-6
10149732	3.2528766058202993E-6
30016700	4.085497901007766E-6
19832580	8.210826430169127E-6
291220464	1.8510480866264705E-6
59228196	1.9208678500515125E-6
16883084	4.823216806657499E-6
177678004	5.465250676749834E-6
319540292	2.072704433854106E-6
24578444	1.9379625224956533E-6
18877260	1.8503118728811586E-6
18806328	2.2889107411859272E-6
28405220	4.209571151011788E-6
237004112	1.8614766722811611E-6
19311792	1.8542581113780983E-6
15712812	2.479021845048491E-6
78417564	2.8502193968422983E-6
380066684	3.6702633635281035E-6
249766472	1.8663314086171783E-6
65416640	1.8594335611855741E-6
29242868	4.332480608105895E-6
33801944	3.676782581624598E-6
67474868	1.932710007111938E-6
342130924	3.3391831642173915E-6
29343032	1.8522462968516343E-6
6076432	5.025163191666841E-6
382180800	2.9364845696357296E-6
22848564	2.585726707476864E-6
44682832	2.5872299110498184E-6
285939896	2.2243133106653184E-6
27443744	3.243114341074011E-6
38303040	1.8651924121320454E-6
48490148	1.8498656063300619E-6
275907480	2.6541008126026196E-6
290075064	2.3111338286789775E-6
19029544	2.014659318636787E-6
61228608	1.8642639362988956E-6
207594668	3.561435769028097E-6
30008116	3.1970510515651013E-6
48044436	2.781101114414909E-6
71671576	5.3392803016421995E-6
14642816	3.226499750226477E-6
23801264	3.477718117655357E-6
37722200	2.4400786947810658E-6
345763664	2.0308257851616735E-6
20099276	2.718316421920984E-6
36403528	2.4706177700273147E-6
128719624	2.620333449205738E-6
53661644	3.622953097561894E-6
35770764	2.6632929710441575E-6
342436012	3.734941601866593E-6
30973292	3.32674995599779E-6
221991184	2.1594871367702072E-6
36844252	1.8531126498330638E-6
15833728	2.6377058834089386E-6
42635188	1.8550378794966676E-6
18943764	3.7715993450604316E-6
352947624	4.520587607327436E-6
262077808	8.023466227551712E-6
301139732	2.0490939942438553E-6
44773640	2.3075069357659175E-6
15152552	2.8608946080065407E-6
41142392	1.8597913791694127E-6
